22,7,0,,minR,22
50,19,0,,maxR,50
45,21,4,,minG,6
41,27,5,,maxG,27
38,21,4,,minB,0
23,9,1,,maxB,6
27,10,2,,,
30,18,2,,,
38,21,3,,,
34,6,3,,,
34,10,2,,,
37,13,6,,,
33,12,3,,,
27,15,4,,,
