3,2,8,,minR,1
4,8,8,,maxR,6
5,8,10,,minG,1
6,8,8,,maxG,8
2,4,4,,minB,2
5,5,8,,maxB,10
2,4,3,,,
4,8,6,,,
5,7,7,,,
5,5,3,,,
4,4,4,,,
2,3,3,,,
1,3,3,,,
4,1,2,,,
