27,18,3
59,43,8
73,54,7
45,32,4
70,51,7
73,54,9
85,64,9
100,78,10
135,103,15
70,52,7
35,25,4
46,34,5
24,17,2
64,47,6
31,23,4
28,18,2
17,10,3
27,16,1
13,9,1
22,16,2
40,28,3
62,44,6
36,25,4
48,34,5
0,45,7
73,54,8
173,129,17
46,32,5
49,33,5
50,34,6
46,30,4
41,26,4
36,22,4
40,26,3
41,28,6
34,23,4
31,21,3
38,25,4
51,36,6
40,26,5
47,31,5
8,7,4
47,32,6
58,41,5
24,19,2
79,59,9
47,35,5
36,26,3
192,150,15
79,64,7
83,65,8
58,45,7
104,78,8
27,20,4
39,28,3
112,80,11
113,82,11
