47,37,5
46,59,10
111,130,17
22,21,3
32,24,2
131,114,16
137,114,16
64,88,12
78,92,11
84,112,12
131,110,13
167,136,15
129,171,21
44,39,8
54,41,7
30,35,6
42,36,6
58,49,7
0,52,8
52,48,6
43,46,7
48,55,9
77,100,14
130,110,15
87,68,6
66,81,9
61,78,10
89,127,16
42,51,7
41,37,7
42,34,6
