8,5,0,,minR,3
7,4,1,,maxR,19
19,14,2,,minG,3
8,6,2,,maxG,14
10,6,0,,minB,0
3,3,0,,maxB,2
14,9,1,,,
18,9,1,,,
11,9,0,,,
10,7,0,,,
18,13,2,,,
18,11,1,,,
13,6,1,,,
13,10,2,,,
