15,8,10,,minR,4
20,8,11,,maxR,31
27,13,16,,minG,2
31,13,17,,maxG,13
23,11,13,,minB,4
21,10,13,,maxB,17
17,8,11,,,
22,11,14,,,
21,9,11,,,
7,2,4,,,
4,5,5,,,
13,6,7,,,
15,9,11,,,
6,3,4,,,
